scenario,arch,i,ts,intensity,latency_ms,server_total_ms,preprocess_ms,core_ms,postprocess_ms,cold_start
medium_load,serverless,61,1779182985.6123574,medium,28.709,28.392,0.004,28.329,0.011,False
medium_load,serverless,62,1779182985.679313,medium,28.615,28.322,0.003,28.266,0.011,False
medium_load,serverless,63,1779182985.7462378,medium,29.038,28.722,0.003,28.655,0.011,False
medium_load,serverless,64,1779182985.812685,medium,28.687,28.448,0.003,28.384,0.013,False
medium_load,serverless,65,1779182985.8804018,medium,30.337,29.995,0.004,29.92,0.017,False
medium_load,serverless,66,1779182985.9461293,medium,29.323,29.059,0.003,29.001,0.013,False
medium_load,serverless,67,1779182986.0131357,medium,29.392,29.063,0.003,28.997,0.013,False
medium_load,serverless,68,1779182986.081439,medium,30.68,30.37,0.003,30.312,0.012,False
medium_load,serverless,69,1779182986.1454165,medium,28.379,28.087,0.003,28.031,0.01,False
medium_load,serverless,70,1779182986.2124782,medium,28.892,28.608,0.007,28.52,0.014,False
medium_load,serverless,71,1779182986.2801166,medium,29.703,29.399,0.003,29.34,0.014,False
medium_load,serverless,72,1779182986.3461227,medium,28.589,28.291,0.003,28.234,0.013,False
medium_load,serverless,73,1779182986.411547,medium,28.459,28.215,0.003,28.158,0.011,False
medium_load,serverless,74,1779182986.4790654,medium,28.948,28.694,0.003,28.645,0.013,False
medium_load,serverless,75,1779182986.5457454,medium,29.049,28.747,0.004,28.685,0.008,False
medium_load,serverless,76,1779182986.6117787,medium,28.237,27.969,0.003,27.898,0.012,False
medium_load,serverless,77,1779182986.679206,medium,28.658,28.358,0.003,28.302,0.011,False
medium_load,serverless,78,1779182986.7462687,medium,29.215,28.841,0.004,28.771,0.012,False
medium_load,serverless,79,1779182986.8133883,medium,29.255,28.917,0.004,28.831,0.018,False
heavy_load,serverless,0,1779182987.6948702,heavy,149.955,82.774,0.001,82.742,0.01,True
heavy_load,serverless,1,1779182987.7789512,heavy,84.052,83.886,0.003,83.836,0.005,False
heavy_load,serverless,2,1779182987.880915,heavy,85.389,85.111,0.002,85.059,0.012,False
heavy_load,serverless,3,1779182988.0171459,heavy,96.972,96.639,0.004,96.56,0.021,False
heavy_load,serverless,4,1779182988.1400456,heavy,94.967,94.675,0.003,94.613,0.016,False
heavy_load,serverless,5,1779182988.2546108,heavy,83.993,83.68,0.003,83.615,0.01,False
heavy_load,serverless,6,1779182988.3855038,heavy,89.742,89.379,0.003,89.31,0.02,False
heavy_load,serverless,7,1779182988.5054705,heavy,84.883,84.567,0.003,84.506,0.012,False
heavy_load,serverless,8,1779182988.6302707,heavy,85.019,84.796,0.004,84.735,0.016,False
heavy_load,serverless,9,1779182988.7614236,heavy,91.042,90.849,0.007,90.79,0.006,False
heavy_load,serverless,10,1779182988.8902636,heavy,95.059,94.764,0.003,94.702,0.016,False
heavy_load,serverless,11,1779182989.0123901,heavy,91.561,91.253,0.003,91.187,0.013,False
heavy_load,serverless,12,1779182989.1362588,heavy,90.717,90.318,0.004,90.24,0.016,False
heavy_load,serverless,13,1779182989.2662723,heavy,95.9,95.677,0.006,95.62,0.011,False
heavy_load,serverless,14,1779182989.386348,heavy,91.225,90.873,0.003,90.815,0.014,False
heavy_load,serverless,15,1779182989.5089982,heavy,87.852,87.532,0.003,87.464,0.013,False
heavy_load,serverless,16,1779182989.6472468,heavy,102.138,101.837,0.003,101.782,0.012,False
heavy_load,serverless,17,1779182989.7667854,heavy,96.409,96.127,0.004,96.057,0.014,False
heavy_load,serverless,18,1779182989.8830214,heavy,87.018,86.697,0.003,86.637,0.013,False
heavy_load,serverless,19,1779182990.0055203,heavy,84.76,84.455,0.003,84.397,0.016,False
heavy_load,serverless,20,1779182990.1323373,heavy,86.239,85.881,0.003,85.814,0.016,False
heavy_load,serverless,21,1779182990.254955,heavy,84.142,83.85,0.003,83.791,0.015,False
heavy_load,serverless,22,1779182990.3806672,heavy,84.401,84.079,0.005,83.981,0.009,False
heavy_load,serverless,23,1779182990.5070693,heavy,86.015,85.718,0.003,85.662,0.012,False
heavy_load,serverless,24,1779182990.630556,heavy,84.921,84.603,0.003,84.545,0.01,False
heavy_load,serverless,25,1779182990.7598042,heavy,89.63,89.359,0.008,89.285,0.015,False
heavy_load,serverless,26,1779182990.8821235,heavy,86.35,86.026,0.003,85.967,0.01,False
heavy_load,serverless,27,1779182991.0135357,heavy,92.987,92.662,0.004,92.593,0.014,False
heavy_load,serverless,28,1779182991.1289716,heavy,83.585,83.316,0.003,83.264,0.008,False
heavy_load,serverless,29,1779182991.2753081,heavy,104.84,104.582,0.002,104.523,0.025,False
heavy_load,serverless,30,1779182991.3826659,heavy,87.544,87.322,0.005,87.249,0.01,False
heavy_load,serverless,31,1779182991.5091503,heavy,88.211,87.869,0.003,87.805,0.015,False
heavy_load,serverless,32,1779182991.629138,heavy,83.234,82.96,0.002,82.906,0.008,False
heavy_load,serverless,33,1779182991.7550647,heavy,84.889,84.608,0.003,84.551,0.014,False
heavy_load,serverless,34,1779182991.8797922,heavy,83.528,83.193,0.003,83.121,0.011,False
heavy_load,serverless,35,1779182992.0066652,heavy,85.65,85.375,0.003,85.318,0.013,False
heavy_load,serverless,36,1779182992.1293573,heavy,83.891,83.687,0.009,83.615,0.008,False
heavy_load,serverless,37,1779182992.255072,heavy,84.115,83.77,0.003,83.702,0.02,False
heavy_load,serverless,38,1779182992.3807654,heavy,85.237,84.864,0.004,84.792,0.013,False
heavy_load,serverless,39,1779182992.5079503,heavy,87.03,86.569,0.003,86.505,0.015,False
